# == pyFAI calibration ==
# Distance Sample to Detector: 0.30723295647962184 m
# PONI: 2.002e-01, 1.996e-01 m
# Rotations: -0.005249 0.007516 -0.000000 rad
# 
# == Fit2d calibration ==
# Distance Sample-beamCenter: 307.246 mm
# Center: x=1005.963, y=1012.551 pix
# Tilt: 0.525 deg  TiltPlanRot: 55.072 deg
# 
# Detector Detector	 Spline= None	 PixelSize= 2.000e-04, 2.000e-04 m
#    Detector has a mask: False 
#    Detector has a dark current: False 
#    detector has a flat field: False 
# 
# Wavelength: 6.199e-11 m
# Mask applied: False
# Dark current applied: False
# Flat field applied: False
# Polarization factor: None
# Normalization factor: 1.0
# --> ./output//CeO2-std-4.0s-300.0mm-56301-primary-pe1_image-00000.tiff.txt
#       2th_deg             I 
  1.552714e+01    1.176250e+03
  1.554837e+01    1.175954e+03
  1.556960e+01    1.174882e+03
  1.559082e+01    1.172694e+03
  1.561205e+01    1.171413e+03
  1.563327e+01    1.171214e+03
  1.565450e+01    1.170932e+03
  1.567573e+01    1.170427e+03
  1.569695e+01    1.169249e+03
  1.571818e+01    1.167837e+03
  1.573941e+01    1.166671e+03
  1.576063e+01    1.166186e+03
  1.578186e+01    1.165666e+03
  1.580309e+01    1.163754e+03
  1.582431e+01    1.162042e+03
  1.584554e+01    1.160755e+03
  1.586677e+01    1.160003e+03
  1.588799e+01    1.159222e+03
  1.590922e+01    1.158538e+03
  1.593044e+01    1.158413e+03
  1.595167e+01    1.158799e+03
  1.597290e+01    1.158970e+03
  1.599412e+01    1.158125e+03
  1.601535e+01    1.158020e+03
  1.603658e+01    1.157123e+03
  1.605780e+01    1.155698e+03
  1.607903e+01    1.153864e+03
  1.610026e+01    1.151889e+03
  1.612148e+01    1.150674e+03
  1.614271e+01    1.149526e+03
  1.616394e+01    1.148416e+03
  1.618516e+01    1.147899e+03
  1.620639e+01    1.147390e+03
  1.622761e+01    1.146694e+03
  1.624884e+01    1.145264e+03
  1.627007e+01    1.144396e+03
  1.629129e+01    1.144510e+03
  1.631252e+01    1.143771e+03
  1.633375e+01    1.142294e+03
  1.635497e+01    1.140515e+03
  1.637620e+01    1.139416e+03
  1.639743e+01    1.138887e+03
  1.641865e+01    1.137786e+03
  1.643988e+01    1.136119e+03
  1.646111e+01    1.134796e+03
  1.648233e+01    1.134611e+03
  1.650356e+01    1.134882e+03
  1.652479e+01    1.134381e+03
  1.654601e+01    1.133959e+03
  1.656724e+01    1.133039e+03
  1.658846e+01    1.131782e+03
  1.660969e+01    1.129316e+03
  1.663092e+01    1.127413e+03
  1.665214e+01    1.132531e+03
  1.667337e+01    1.144096e+03
  1.669460e+01    1.141869e+03
  1.671582e+01    1.124410e+03
  1.673705e+01    1.123207e+03
  1.675828e+01    1.122833e+03
  1.677950e+01    1.122479e+03
  1.680073e+01    1.121383e+03
  1.682196e+01    1.120515e+03
  1.684318e+01    1.119383e+03
  1.686441e+01    1.118748e+03
  1.688563e+01    1.118600e+03
  1.690686e+01    1.117947e+03
  1.692809e+01    1.118107e+03
  1.694931e+01    1.117364e+03
  1.697054e+01    1.115872e+03
  1.699177e+01    1.114923e+03
  1.701299e+01    1.114247e+03
  1.703422e+01    1.113338e+03
  1.705545e+01    1.112318e+03
  1.707667e+01    1.111100e+03
  1.709790e+01    1.110746e+03
  1.711913e+01    1.111070e+03
  1.714035e+01    1.111538e+03
  1.716158e+01    1.114476e+03
  1.718280e+01    1.120149e+03
  1.720403e+01    1.129161e+03
  1.722526e+01    1.138931e+03
  1.724648e+01    1.141511e+03
  1.726771e+01    1.137390e+03
  1.728894e+01    1.130245e+03
  1.731016e+01    1.123711e+03
  1.733139e+01    1.118293e+03
  1.735262e+01    1.113960e+03
  1.737384e+01    1.111043e+03
  1.739507e+01    1.109255e+03
  1.741630e+01    1.108123e+03
  1.743752e+01    1.108688e+03
  1.745875e+01    1.110342e+03
  1.747997e+01    1.110876e+03
  1.750120e+01    1.111476e+03
  1.752243e+01    1.111998e+03
  1.754365e+01    1.111422e+03
  1.756488e+01    1.110799e+03
  1.758611e+01    1.110071e+03
  1.760733e+01    1.110219e+03
  1.762856e+01    1.110665e+03
  1.764979e+01    1.111100e+03
  1.767101e+01    1.111070e+03
  1.769224e+01    1.111103e+03
  1.771347e+01    1.112321e+03
  1.773469e+01    1.112630e+03
  1.775592e+01    1.112260e+03
  1.777715e+01    1.112867e+03
  1.779837e+01    1.113699e+03
  1.781960e+01    1.114846e+03
  1.784082e+01    1.116350e+03
  1.786205e+01    1.117615e+03
  1.788328e+01    1.118533e+03
  1.790450e+01    1.120015e+03
  1.792573e+01    1.121375e+03
  1.794696e+01    1.122574e+03
  1.796818e+01    1.123898e+03
  1.798941e+01    1.125216e+03
  1.801064e+01    1.126002e+03
  1.803186e+01    1.127782e+03
  1.805309e+01    1.129934e+03
  1.807432e+01    1.132587e+03
  1.809554e+01    1.135663e+03
  1.811677e+01    1.139479e+03
  1.813799e+01    1.144816e+03
  1.815922e+01    1.150237e+03
  1.818045e+01    1.155990e+03
  1.820167e+01    1.162847e+03
  1.822290e+01    1.171301e+03
  1.824413e+01    1.181488e+03
  1.826535e+01    1.190522e+03
  1.828658e+01    1.199685e+03
  1.830781e+01    1.208701e+03
  1.832903e+01    1.219650e+03
  1.835026e+01    1.235775e+03
  1.837149e+01    1.257512e+03
  1.839271e+01    1.290391e+03
  1.841394e+01    1.343389e+03
  1.843516e+01    1.439725e+03
  1.845639e+01    1.642226e+03
  1.847762e+01    2.107917e+03
  1.849884e+01    3.201291e+03
  1.852007e+01    5.793001e+03
  1.854130e+01    1.153795e+04
  1.856252e+01    2.216854e+04
  1.858375e+01    3.771374e+04
  1.860498e+01    5.249488e+04
  1.862620e+01    6.039653e+04
  1.864743e+01    5.823352e+04
  1.866866e+01    4.737106e+04
  1.868988e+01    3.196953e+04
  1.871111e+01    1.818197e+04
  1.873233e+01    9.313148e+03
  1.875356e+01    4.704081e+03
  1.877479e+01    2.691318e+03
  1.879601e+01    1.833952e+03
  1.881724e+01    1.473614e+03
  1.883847e+01    1.317219e+03
  1.885969e+01    1.242236e+03
  1.888092e+01    1.201224e+03
  1.890215e+01    1.175909e+03
  1.892337e+01    1.158052e+03
  1.894460e+01    1.143814e+03
  1.896583e+01    1.131626e+03
  1.898705e+01    1.120346e+03
  1.900828e+01    1.110113e+03
  1.902951e+01    1.100926e+03
  1.905073e+01    1.091995e+03
  1.907196e+01    1.082990e+03
  1.909318e+01    1.075141e+03
  1.911441e+01    1.068318e+03
  1.913564e+01    1.061307e+03
  1.915686e+01    1.054440e+03
  1.917809e+01    1.049110e+03
  1.919932e+01    1.044027e+03
  1.922054e+01    1.039013e+03
  1.924177e+01    1.033964e+03
  1.926300e+01    1.029186e+03
  1.928422e+01    1.024818e+03
  1.930545e+01    1.021126e+03
  1.932668e+01    1.016986e+03
  1.934790e+01    1.012974e+03
  1.936913e+01    1.009866e+03
  1.939035e+01    1.006846e+03
  1.941158e+01    1.002883e+03
  1.943281e+01    9.996163e+02
  1.945403e+01    9.976281e+02
  1.947526e+01    9.952259e+02
  1.949649e+01    9.921360e+02
  1.951771e+01    9.888952e+02
  1.953894e+01    9.864149e+02
  1.956017e+01    9.841219e+02
  1.958139e+01    9.814567e+02
  1.960262e+01    9.789807e+02
  1.962385e+01    9.761259e+02
  1.964507e+01    9.736215e+02
  1.966630e+01    9.717172e+02
  1.968752e+01    9.699779e+02
  1.970875e+01    9.683797e+02
  1.972998e+01    9.665853e+02
  1.975120e+01    9.649440e+02
  1.977243e+01    9.631359e+02
  1.979366e+01    9.605596e+02
  1.981488e+01    9.582938e+02
  1.983611e+01    9.564459e+02
  1.985734e+01    9.557778e+02
  1.987856e+01    9.552949e+02
  1.989979e+01    9.542582e+02
  1.992102e+01    9.524818e+02
  1.994224e+01    9.499227e+02
  1.996347e+01    9.482862e+02
  1.998470e+01    9.468450e+02
  2.000592e+01    9.451673e+02
  2.002715e+01    9.426328e+02
  2.004837e+01    9.412028e+02
  2.006960e+01    9.404695e+02
  2.009083e+01    9.394305e+02
  2.011205e+01    9.379255e+02
  2.013328e+01    9.362350e+02
  2.015451e+01    9.351771e+02
  2.017573e+01    9.348019e+02
  2.019696e+01    9.340665e+02
  2.021819e+01    9.336088e+02
  2.023941e+01    9.329161e+02
  2.026064e+01    9.309611e+02
  2.028187e+01    9.293240e+02
  2.030309e+01    9.285953e+02
  2.032432e+01    9.284292e+02
  2.034554e+01    9.280200e+02
  2.036677e+01    9.271310e+02
  2.038800e+01    9.273222e+02
  2.040922e+01    9.278975e+02
  2.043045e+01    9.285705e+02
  2.045168e+01    9.285693e+02
  2.047290e+01    9.283985e+02
  2.049413e+01    9.281555e+02
  2.051536e+01    9.276646e+02
  2.053658e+01    9.268635e+02
  2.055781e+01    9.251487e+02
  2.057904e+01    9.236708e+02
  2.060026e+01    9.228382e+02
  2.062149e+01    9.229785e+02
  2.064271e+01    9.233873e+02
  2.066394e+01    9.235417e+02
  2.068517e+01    9.234859e+02
  2.070639e+01    9.200505e+02
  2.072762e+01    9.190759e+02
  2.074885e+01    9.206213e+02
  2.077007e+01    9.204390e+02
  2.079130e+01    9.204296e+02
  2.081253e+01    9.211060e+02
  2.083375e+01    9.220849e+02
  2.085498e+01    9.225897e+02
  2.087621e+01    9.223445e+02
  2.089743e+01    9.225588e+02
  2.091866e+01    9.233616e+02
  2.093988e+01    9.242266e+02
  2.096111e+01    9.252286e+02
  2.098234e+01    9.263696e+02
  2.100356e+01    9.280593e+02
  2.102479e+01    9.290862e+02
  2.104602e+01    9.298401e+02
  2.106724e+01    9.305270e+02
  2.108847e+01    9.315560e+02
  2.110970e+01    9.330115e+02
  2.113092e+01    9.359589e+02
  2.115215e+01    9.386404e+02
  2.117338e+01    9.410130e+02
  2.119460e+01    9.441542e+02
  2.121583e+01    9.468271e+02
  2.123706e+01    9.480345e+02
  2.125828e+01    9.491306e+02
  2.127951e+01    9.508897e+02
  2.130073e+01    9.529226e+02
  2.132196e+01    9.552433e+02
  2.134319e+01    9.576277e+02
  2.136441e+01    9.603308e+02
  2.138564e+01    9.645464e+02
  2.140687e+01    9.690706e+02
  2.142809e+01    9.746794e+02
  2.144932e+01    9.808269e+02
  2.147055e+01    9.876586e+02
  2.149177e+01    9.958852e+02
  2.151300e+01    1.004603e+03
  2.153423e+01    1.013319e+03
  2.155545e+01    1.022590e+03
  2.157668e+01    1.032027e+03
  2.159790e+01    1.044889e+03
  2.161913e+01    1.061227e+03
  2.164036e+01    1.083405e+03
  2.166158e+01    1.117304e+03
  2.168281e+01    1.173834e+03
  2.170404e+01    1.281597e+03
  2.172526e+01    1.514977e+03
  2.174649e+01    2.070865e+03
  2.176772e+01    3.429346e+03
  2.178894e+01    6.669774e+03
  2.181017e+01    1.357523e+04
  2.183140e+01    2.520813e+04
  2.185262e+01    4.010830e+04
  2.187385e+01    5.182435e+04
  2.189507e+01    5.407257e+04
  2.191630e+01    4.561212e+04
  2.193753e+01    3.140737e+04
  2.195875e+01    1.810549e+04
  2.197998e+01    9.172718e+03
  2.200121e+01    4.556456e+03
  2.202243e+01    2.487571e+03
  2.204366e+01    1.638557e+03
  2.206489e+01    1.296784e+03
  2.208611e+01    1.150360e+03
  2.210734e+01    1.082696e+03
  2.212857e+01    1.046821e+03
  2.214979e+01    1.025411e+03
  2.217102e+01    1.011075e+03
  2.219225e+01    9.987631e+02
  2.221347e+01    9.880668e+02
  2.223470e+01    9.790155e+02
  2.225592e+01    9.702058e+02
  2.227715e+01    9.629506e+02
  2.229838e+01    9.565283e+02
  2.231960e+01    9.491772e+02
  2.234083e+01    9.423436e+02
  2.236206e+01    9.377675e+02
  2.238328e+01    9.338089e+02
  2.240451e+01    9.302354e+02
  2.242574e+01    9.265434e+02
  2.244696e+01    9.224663e+02
  2.246819e+01    9.203148e+02
  2.248942e+01    9.185348e+02
  2.251064e+01    9.156577e+02
  2.253187e+01    9.136914e+02
  2.255309e+01    9.123232e+02
  2.257432e+01    9.113956e+02
  2.259555e+01    9.114257e+02
  2.261677e+01    9.129995e+02
  2.263800e+01    9.158235e+02
  2.265923e+01    9.219752e+02
  2.268045e+01    9.340189e+02
  2.270168e+01    9.612004e+02
  2.272291e+01    1.024029e+03
  2.274413e+01    1.178379e+03
  2.276536e+01    1.558163e+03
  2.278659e+01    2.425546e+03
  2.280781e+01    4.126959e+03
  2.282904e+01    6.750644e+03
  2.285026e+01    9.551651e+03
  2.287149e+01    1.116515e+04
  2.289272e+01    1.046772e+04
  2.291394e+01    8.052436e+03
  2.293517e+01    5.236024e+03
  2.295640e+01    3.092007e+03
  2.297762e+01    1.862297e+03
  2.299885e+01    1.282102e+03
  2.302008e+01    1.039541e+03
  2.304130e+01    9.412853e+02
  2.306253e+01    8.998335e+02
  2.308376e+01    8.807538e+02
  2.310498e+01    8.705699e+02
  2.312621e+01    8.650156e+02
  2.314743e+01    8.609346e+02
  2.316866e+01    8.578861e+02
  2.318989e+01    8.555144e+02
  2.321111e+01    8.531553e+02
  2.323234e+01    8.512201e+02
  2.325357e+01    8.492916e+02
  2.327479e+01    8.471700e+02
  2.329602e+01    8.450558e+02
  2.331725e+01    8.425258e+02
  2.333847e+01    8.401796e+02
  2.335970e+01    8.390869e+02
  2.338093e+01    8.373221e+02
  2.340215e+01    8.353220e+02
  2.342338e+01    8.330547e+02
  2.344461e+01    8.310842e+02
  2.346583e+01    8.290591e+02
  2.348706e+01    8.275613e+02
  2.350828e+01    8.268085e+02
  2.352951e+01    8.255956e+02
  2.355074e+01    8.236530e+02
  2.357196e+01    8.220240e+02
  2.359319e+01    8.205515e+02
  2.361442e+01    8.191096e+02
  2.363564e+01    8.182120e+02
  2.365687e+01    8.175794e+02
  2.367810e+01    8.171476e+02
  2.369932e+01    8.157767e+02
  2.372055e+01    8.143900e+02
  2.374178e+01    8.137476e+02
  2.376300e+01    8.133116e+02
  2.378423e+01    8.132650e+02
  2.380545e+01    8.125993e+02
  2.382668e+01    8.111810e+02
  2.384791e+01    8.092589e+02
  2.386913e+01    8.086406e+02
  2.389036e+01    8.083661e+02
  2.391159e+01    8.072362e+02
  2.393281e+01    8.064547e+02
  2.395404e+01    8.064524e+02
  2.397527e+01    8.057785e+02
  2.399649e+01    8.045476e+02
  2.401772e+01    8.032685e+02
  2.403895e+01    8.026129e+02
  2.406017e+01    8.024229e+02
  2.408140e+01    8.021281e+02
  2.410262e+01    8.009491e+02
  2.412385e+01    8.002630e+02
  2.414508e+01    7.998052e+02
  2.416630e+01    7.985512e+02
  2.418753e+01    7.973793e+02
  2.420876e+01    7.967863e+02
  2.422998e+01    7.965703e+02
  2.425121e+01    7.962573e+02
  2.427244e+01    7.959827e+02
  2.429366e+01    7.959943e+02
  2.431489e+01    7.961793e+02
  2.433612e+01    7.960338e+02
  2.435734e+01    7.965002e+02
  2.437857e+01    7.956626e+02
  2.439979e+01    7.945703e+02
  2.442102e+01    7.935029e+02
  2.444225e+01    7.932517e+02
  2.446347e+01    7.932175e+02
  2.448470e+01    7.925791e+02
  2.450593e+01    7.918124e+02
  2.452715e+01    7.912297e+02
  2.454838e+01    7.903363e+02
  2.456961e+01    7.888123e+02
  2.459083e+01    7.882667e+02
  2.461206e+01    7.876393e+02
  2.463329e+01    7.867819e+02
  2.465451e+01    7.862033e+02
  2.467574e+01    7.856941e+02
  2.469697e+01    7.853091e+02
  2.471819e+01    7.848281e+02
  2.473942e+01    7.842755e+02
  2.476064e+01    7.846074e+02
  2.478187e+01    7.845326e+02
  2.480310e+01    7.839963e+02
  2.482432e+01    7.835931e+02
  2.484555e+01    7.834434e+02
  2.486678e+01    7.829246e+02
  2.488800e+01    7.829836e+02
  2.490923e+01    7.825115e+02
  2.493046e+01    7.816650e+02
  2.495168e+01    7.821868e+02
  2.497291e+01    7.827199e+02
  2.499414e+01    7.822047e+02
  2.501536e+01    7.823323e+02
  2.503659e+01    7.819438e+02
  2.505781e+01    7.813488e+02
  2.507904e+01    7.815436e+02
  2.510027e+01    7.811024e+02
  2.512149e+01    7.807543e+02
  2.514272e+01    7.798297e+02
  2.516395e+01    7.796498e+02
  2.518517e+01    7.806757e+02
  2.520640e+01    7.804744e+02
  2.522763e+01    7.800734e+02
  2.524885e+01    7.796967e+02
  2.527008e+01    7.794155e+02
  2.529131e+01    7.800197e+02
  2.531253e+01    7.782883e+02
  2.533376e+01    7.770112e+02
  2.535498e+01    7.779120e+02
  2.537621e+01    7.781565e+02
  2.539744e+01    7.785344e+02
  2.541866e+01    7.798966e+02
  2.543989e+01    7.806236e+02
  2.546112e+01    7.809800e+02
  2.548234e+01    7.809438e+02
  2.550357e+01    7.804440e+02
  2.552480e+01    7.803988e+02
  2.554602e+01    7.807218e+02
  2.556725e+01    7.812246e+02
  2.558848e+01    7.817264e+02
  2.560970e+01    7.817170e+02
  2.563093e+01    7.818072e+02
  2.565216e+01    7.816345e+02
  2.567338e+01    7.816958e+02
  2.569461e+01    7.822784e+02
  2.571583e+01    7.822184e+02
  2.573706e+01    7.827509e+02
  2.575829e+01    7.833457e+02
  2.577951e+01    7.842534e+02
  2.580074e+01    7.845284e+02
  2.582197e+01    7.849537e+02
  2.584319e+01    7.861497e+02
  2.586442e+01    7.865980e+02
  2.588565e+01    7.869133e+02
  2.590687e+01    7.876232e+02
  2.592810e+01    7.882679e+02
  2.594933e+01    7.883262e+02
  2.597055e+01    7.887709e+02
  2.599178e+01    7.899872e+02
  2.601300e+01    7.922779e+02
  2.603423e+01    7.939412e+02
  2.605546e+01    7.958860e+02
  2.607668e+01    7.973854e+02
  2.609791e+01    7.980847e+02
  2.611914e+01    7.998923e+02
  2.614036e+01    8.020875e+02
  2.616159e+01    8.054078e+02
  2.618282e+01    8.086795e+02
  2.620404e+01    8.119886e+02
  2.622527e+01    8.170292e+02
  2.624650e+01    8.222961e+02
  2.626772e+01    8.301027e+02
  2.628895e+01    8.427181e+02
  2.631017e+01    8.685082e+02
  2.633140e+01    9.291905e+02
  2.635263e+01    1.082619e+03
  2.637385e+01    1.476972e+03
  2.639508e+01    2.422120e+03
  2.641631e+01    4.341431e+03
  2.643753e+01    7.296490e+03
  2.645876e+01    1.030704e+04
  2.647999e+01    1.154651e+04
  2.650121e+01    1.014875e+04
  2.652244e+01    7.191028e+03
  2.654367e+01    4.320422e+03
  2.656489e+01    2.430742e+03
  2.658612e+01    1.477148e+03
  2.660734e+01    1.073605e+03
  2.662857e+01    9.165888e+02
  2.664980e+01    8.559163e+02
  2.667102e+01    8.317319e+02
  2.669225e+01    8.297251e+02
  2.671348e+01    8.311978e+02
  2.673470e+01    8.112629e+02
  2.675593e+01    8.068584e+02
  2.677716e+01    8.045261e+02
  2.679838e+01    8.020909e+02
  2.681961e+01    8.002733e+02
  2.684084e+01    7.982314e+02
  2.686206e+01    7.971898e+02
  2.688329e+01    7.961583e+02
  2.690452e+01    7.941697e+02
  2.692574e+01    7.927744e+02
  2.694697e+01    7.918125e+02
  2.696819e+01    7.911462e+02
  2.698942e+01    7.912255e+02
  2.701065e+01    7.905643e+02
  2.703187e+01    7.898643e+02
  2.705310e+01    7.893152e+02
  2.707433e+01    7.884077e+02
  2.709555e+01    7.881957e+02
  2.711678e+01    7.878627e+02
  2.713801e+01    7.871716e+02
  2.715923e+01    7.867997e+02
  2.718046e+01    7.860424e+02
  2.720169e+01    7.856385e+02
  2.722291e+01    7.861797e+02
  2.724414e+01    7.856687e+02
  2.726536e+01    7.856688e+02
  2.728659e+01    7.854852e+02
  2.730782e+01    7.845511e+02
  2.732904e+01    7.843435e+02
  2.735027e+01    7.846705e+02
  2.737150e+01    7.848309e+02
  2.739272e+01    7.849208e+02
  2.741395e+01    7.849894e+02
  2.743518e+01    7.851433e+02
  2.745640e+01    7.856685e+02
  2.747763e+01    7.862869e+02
  2.749886e+01    7.859128e+02
  2.752008e+01    7.858594e+02
  2.754131e+01    7.857708e+02
  2.756253e+01    7.861266e+02
  2.758376e+01    7.865179e+02
  2.760499e+01    7.866304e+02
  2.762621e+01    7.868510e+02
  2.764744e+01    7.873936e+02
  2.766867e+01    7.881154e+02
  2.768989e+01    7.880893e+02
  2.771112e+01    7.882562e+02
  2.773235e+01    7.884855e+02
  2.775357e+01    7.891165e+02
  2.777480e+01    7.884510e+02
  2.779603e+01    7.879625e+02
  2.781725e+01    7.890623e+02
  2.783848e+01    7.897388e+02
  2.785970e+01    7.900120e+02
  2.788093e+01    7.904362e+02
  2.790216e+01    7.917316e+02
  2.792338e+01    7.922245e+02
  2.794461e+01    7.924327e+02
  2.796584e+01    7.927703e+02
  2.798706e+01    7.934771e+02
  2.800829e+01    7.946028e+02
  2.802952e+01    7.952943e+02
  2.805074e+01    7.962243e+02
  2.807197e+01    7.964025e+02
  2.809320e+01    7.969099e+02
  2.811442e+01    7.984147e+02
  2.813565e+01    8.002876e+02
  2.815688e+01    8.012837e+02
  2.817810e+01    8.023524e+02
  2.819933e+01    8.049786e+02
  2.822055e+01    8.067755e+02
  2.824178e+01    8.075115e+02
  2.826301e+01    8.088744e+02
  2.828423e+01    8.103029e+02
  2.830546e+01    8.107060e+02
  2.832669e+01    8.114316e+02
  2.834791e+01    8.125596e+02
  2.836914e+01    8.138843e+02
  2.839037e+01    8.164209e+02
  2.841159e+01    8.189890e+02
  2.843282e+01    8.211481e+02
  2.845405e+01    8.237837e+02
  2.847527e+01    8.262959e+02
  2.849650e+01    8.303007e+02
  2.851772e+01    8.346732e+02
  2.853895e+01    8.381644e+02
  2.856018e+01    8.425270e+02
  2.858140e+01    8.484871e+02
  2.860263e+01    8.541384e+02
  2.862386e+01    8.600323e+02
  2.864508e+01    8.681597e+02
  2.866631e+01    8.783466e+02
  2.868754e+01    8.919876e+02
  2.870876e+01    9.127390e+02
  2.872999e+01    9.500410e+02
  2.875122e+01    1.028838e+03
  2.877244e+01    1.221763e+03
  2.879367e+01    1.727893e+03
  2.881489e+01    3.026329e+03
  2.883612e+01    5.993446e+03
  2.885735e+01    1.139762e+04
  2.887857e+01    1.833653e+04
  2.889980e+01    2.327023e+04
  2.892103e+01    2.265863e+04
  2.894225e+01    1.711713e+04
  2.896348e+01    1.041385e+04
  2.898471e+01    5.440325e+03
  2.900593e+01    2.768857e+03
  2.902716e+01    1.605765e+03
  2.904839e+01    1.155442e+03
  2.906961e+01    9.866969e+02
  2.909084e+01    9.212220e+02
  2.911207e+01    8.919143e+02
  2.913329e+01    8.757823e+02
  2.915452e+01    8.676220e+02
  2.917574e+01    8.621259e+02
  2.919697e+01    8.582622e+02
  2.921820e+01    8.550116e+02
  2.923942e+01    8.518120e+02
  2.926065e+01    8.496170e+02
  2.928188e+01    8.473381e+02
  2.930310e+01    8.463754e+02
  2.932433e+01    8.466810e+02
  2.934556e+01    8.475225e+02
  2.936678e+01    8.481313e+02
  2.938801e+01    8.494938e+02
  2.940924e+01    8.529778e+02
  2.943046e+01    8.576812e+02
  2.945169e+01    8.709706e+02
  2.947291e+01    8.867444e+02
  2.949414e+01    8.920735e+02
  2.951537e+01    9.256462e+02
  2.953659e+01    1.014228e+03
  2.955782e+01    1.247821e+03
  2.957905e+01    1.875476e+03
  2.960027e+01    3.402896e+03
  2.962150e+01    6.423089e+03
  2.964273e+01    1.081040e+04
  2.966395e+01    1.465032e+04
  2.968518e+01    1.526249e+04
  2.970641e+01    1.224729e+04
  2.972763e+01    7.810262e+03
  2.974886e+01    4.247845e+03
  2.977008e+01    2.258284e+03
  2.979131e+01    1.376968e+03
  2.981254e+01    1.035749e+03
  2.983376e+01    9.084797e+02
  2.985499e+01    8.598884e+02
  2.987622e+01    8.390587e+02
  2.989744e+01    8.258934e+02
  2.991867e+01    8.198923e+02
  2.993990e+01    8.160977e+02
  2.996112e+01    8.131639e+02
  2.998235e+01    8.097290e+02
  3.000358e+01    8.059551e+02
  3.002480e+01    8.014421e+02
  3.004603e+01    7.952370e+02
  3.006725e+01    7.898534e+02
  3.008848e+01    7.867560e+02
  3.010971e+01    7.832690e+02
  3.013093e+01    7.807850e+02
  3.015216e+01    7.791040e+02
  3.017339e+01    7.771674e+02
  3.019461e+01    7.745427e+02
  3.021584e+01    7.722271e+02
  3.023707e+01    7.709202e+02
  3.025829e+01    7.699012e+02
  3.027952e+01    7.689487e+02
  3.030075e+01    7.674392e+02
  3.032197e+01    7.665986e+02
  3.034320e+01    7.647966e+02
  3.036443e+01    7.626715e+02
  3.038565e+01    7.611921e+02
  3.040688e+01    7.600277e+02
  3.042810e+01    7.585541e+02
  3.044933e+01    7.579388e+02
  3.047056e+01    7.602062e+02
  3.049178e+01    7.700127e+02
  3.051301e+01    7.637715e+02
  3.053424e+01    7.551566e+02
  3.055546e+01    7.535990e+02
  3.057669e+01    7.523721e+02
  3.059792e+01    7.520463e+02
  3.061914e+01    7.516796e+02
  3.064037e+01    7.512180e+02
  3.066160e+01    7.496872e+02
  3.068282e+01    7.487011e+02
  3.070405e+01    7.483817e+02
  3.072527e+01    7.471296e+02
  3.074650e+01    7.459615e+02
  3.076773e+01    7.453712e+02
  3.078895e+01    7.523853e+02
  3.081018e+01    7.560758e+02
  3.083141e+01    7.447484e+02
  3.085263e+01    7.427584e+02
  3.087386e+01    7.426573e+02
  3.089509e+01    7.418358e+02
  3.091631e+01    7.411052e+02
  3.093754e+01    7.404142e+02
  3.095877e+01    7.397565e+02
  3.097999e+01    7.394616e+02
  3.100122e+01    7.402424e+02
  3.102244e+01    7.399716e+02
  3.104367e+01    7.394714e+02
  3.106490e+01    7.387468e+02
  3.108612e+01    7.382391e+02
  3.110735e+01    7.370699e+02
  3.112858e+01    7.364518e+02
  3.114980e+01    7.364695e+02
  3.117103e+01    7.358558e+02
  3.119226e+01    7.350099e+02
  3.121348e+01    7.344295e+02
  3.123471e+01    7.339848e+02
  3.125594e+01    7.331880e+02
  3.127716e+01    7.328738e+02
  3.129839e+01    7.483912e+02
  3.131962e+01    7.386710e+02
  3.134084e+01    7.318501e+02
  3.136207e+01    7.322879e+02
  3.138329e+01    7.319064e+02
  3.140452e+01    7.320231e+02
  3.142575e+01    7.319141e+02
  3.144697e+01    7.313702e+02
  3.146820e+01    7.313180e+02
  3.148943e+01    7.311701e+02
  3.151065e+01    7.294958e+02
  3.153188e+01    7.302791e+02
  3.155311e+01    7.306082e+02
  3.157433e+01    7.305620e+02
  3.159556e+01    7.309537e+02
  3.161679e+01    7.302731e+02
  3.163801e+01    7.300085e+02
  3.165924e+01    7.302724e+02
  3.168046e+01    7.305166e+02
  3.170169e+01    7.313388e+02
  3.172292e+01    7.320292e+02
  3.174414e+01    7.325919e+02
  3.176537e+01    7.331951e+02
  3.178660e+01    7.329330e+02
  3.180782e+01    7.331207e+02
  3.182905e+01    7.331518e+02
  3.185028e+01    7.327158e+02
  3.187150e+01    7.326885e+02
  3.189273e+01    7.328666e+02
  3.191396e+01    7.338531e+02
  3.193518e+01    7.347325e+02
  3.195641e+01    7.357873e+02
  3.197763e+01    7.364438e+02
  3.199886e+01    7.370327e+02
  3.202009e+01    7.375510e+02
  3.204131e+01    7.381232e+02
  3.206254e+01    7.392547e+02
  3.208377e+01    7.408279e+02
  3.210499e+01    7.426085e+02
  3.212622e+01    7.561215e+02
  3.214745e+01    7.567392e+02
  3.216867e+01    7.481248e+02
  3.218990e+01    7.508116e+02
  3.221113e+01    7.537984e+02
  3.223235e+01    7.569985e+02
  3.225358e+01    7.612061e+02
  3.227480e+01    7.654786e+02
  3.229603e+01    7.708903e+02
  3.231726e+01    7.773813e+02
  3.233848e+01    7.858187e+02
  3.235971e+01    7.959374e+02
  3.238094e+01    8.087061e+02
  3.240216e+01    8.274251e+02
  3.242339e+01    8.627487e+02
  3.244462e+01    9.415857e+02
  3.246584e+01    1.144139e+03
  3.248707e+01    1.705757e+03
